,Tag Combination,Count
118,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
119,"('calorie count specified_mapped_clean_Specified', 'explicitly claimed health or lifestyle benefits_mapped_clean_Low calories', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'ingredients mentioned in the flavor names_mapped_clean_Yogurt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy')",1
120,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Yeasty', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Potato', 'types of snack does it describe_mapped_clean_Pretzels', 'types of snack does it describe_mapped_clean_Puffs', 'types of snack does it describe_mapped_clean_Vegetable', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
121,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Vegetable')",1
122,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'types of snack does it describe_mapped_clean_Vegetable')",1
124,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chips', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
131,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Vegetable')",1
125,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Flat', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
126,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Clusters', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
127,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Tender', 'types of snack does it describe_mapped_clean_Snack Mix, Trail Mix')",1
128,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped')",1
129,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Seeds', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
130,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Crisps', 'types of snack does it describe_mapped_clean_Vegetable', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
150,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Organic', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Panfried', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
152,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_Organic', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests')",1
115,"('ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
153,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'explicitly claimed health or lifestyle benefits_mapped_clean_Source of Fibre', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'ingredients mentioned in the flavor names_mapped_clean_Yogurt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Sticks', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_sticky', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
